,,,,Indicadores de Liquidez,,
,SETOR ECONÔMICO,Empresa,Descrição,Índice pré adoção,Índice pós adoção,Variação
,Bens Industriais,JSL         ,Imobilização de PL,"5,72122632428019","6,39146645068347","0,670240126403282"
,Consumo Cíclico,KARSTEN     ,Imobilização de PL,"-0,531835321159102","-0,568784665234254","-0,036949344075152"
,Bens Industriais,KEPLER WEBER,Imobilização de PL,"0,276700867297772","0,29350490335015","0,016804036052378"
,Materiais Básicos,KLABIN S/A  ,Imobilização de PL,"1,9165025569282","1,97357891885025","0,057076361922051"
,Utilidade Pública,LIGHT S/A   ,Imobilização de PL,"1,53520675074613","1,55781397330337","0,022607222557245"
,Tecnologia da Informação,LINX,Imobilização de PL,"0,873911402570353","0,97057157099495","0,096660168424598"
,Consumo Cíclico,LOCALIZA    ,Imobilização de PL,"3,26721602843755","3,46063435126838","0,193418322830829"
,Tecnologia da Informação,LOCAWEB,Imobilização de PL,"2,7063696040074","3,90737800186619","1,20100839785879"
,Bens Industriais,LOG-IN      ,Imobilização de PL,"-1,58258395440843","-1,84724231375502","-0,264658359346581"
,Consumo Cíclico,LOJAS MARISA,Imobilização de PL,"0,350339084538505","1,0252215629625","0,674882478423994"
,Consumo Cíclico,LOJAS RENNER,Imobilização de PL,"0,664942981586603","1,16911290192064","0,504169920334039"
,Consumo não Cíclico,M.DIASBRANCO,Imobilização de PL,"0,891556989292938","0,904427523717272","0,012870534424335"
,Consumo Cíclico,MAGAZ LUIZA ,Imobilização de PL,"0,721506015097669","1,56717524899343","0,845669233895761"
,Materiais Básicos,MANGELS INDL,Imobilização de PL,"-0,386155853072434","-0,402350841057329","-0,016194987984895"
,Bens Industriais,MARCOPOLO   ,Imobilização de PL,"0,719524358074065","0,735231522450484","0,015707164376419"
,Consumo não Cíclico,MARFRIG     ,Imobilização de PL,"2,94918307280689","3,06223842762299","0,113055354816098"
,Materiais Básicos,METAL IGUACU,Imobilização de PL,"0,881797780886348","1,04203781656733","0,16024003568098"
,Consumo Cíclico,METAL LEVE  ,Imobilização de PL,"0,822584281206645","0,839905805205105","0,01732152399846"
,Bens Industriais,METALFRIO   ,Imobilização de PL,"0,649982274977987","0,841298157741261","0,191315882763274"
,Bens Industriais,MILLS       ,Imobilização de PL,"0,644131950969534","0,721148220266584","0,07701626929705"
,Bens Industriais,MINASMAQUINA,Imobilização de PL,"0,225087212573615","0,244988221613714","0,019901009040099"
,Consumo não Cíclico,MINERVA     ,Imobilização de PL,"-14,218389048666","-14,4446189815153","-0,226229932849353"
,Consumo Cíclico,MITRE REALTY,Imobilização de PL,"0,137757380302654","0,224113123294468","0,086355742991814"
,Tecnologia da Informação,MOBLY,Imobilização de PL,"-6,85975417585881","-12,7541758588087","-5,89442168294989"
,Consumo Cíclico,MOURA DUBEUX,Imobilização de PL,"1,99939584146452","2,01539802285109","0,016002181386571"
,Consumo Cíclico,MOVIDA,Imobilização de PL,"1,45562050891001","1,5132839016515","0,057663392741493"
,Bens Industriais,MRS LOGIST  ,Imobilização de PL,"1,6862325571958","2,21533153651715","0,529098979321353"
,Consumo Cíclico,MRV         ,Imobilização de PL,"0,090869050212675","0,105428440487049","0,014559390274374"
,Tecnologia da Informação,NEOGRID,Imobilização de PL,"2,00802639656231","2,06109576427256","0,053069367710252"
,"Petróleo, Gás e Biocombustíveis",OCEANPACT,Imobilização de PL,"2,363095560735","2,62884167163532","0,26574611090032"
,Comunicações,OI,Imobilização de PL,"1,55014596338169","1,90688947423614","0,356743510854453"
,Utilidade Pública,OMEGA GER,Imobilização de PL,"1,91219102988879","1,94091801234731","0,028726982458523"
,Utilidade Pública,ORIZON,Imobilização de PL,"-5,50412990884876","-5,64568314557318","-0,141553236724421"
,"Petróleo, Gás e Biocombustíveis",OSX BRASIL  ,Imobilização de PL,"-0,432136687415101","-0,551021142123733","-0,118884454708632"
,Consumo não Cíclico,P.ACUCAR-CBD,Imobilização de PL,"0,900208049357917","1,30268257466373","0,402474525305812"
,Saúde,PAGUE MENOS,Imobilização de PL,"0,800135751652049","2,39196738081732","1,59183162916527"
,Materiais Básicos,PARANAPANEMA,Imobilização de PL,"2,10762377240053","2,16523401776274","0,057610245362218"
,"Petróleo, Gás e Biocombustíveis",PET MANGUINH,Imobilização de PL,"-0,068635567067058","-0,069691034754036","-0,001055467686978"
,"Petróleo, Gás e Biocombustíveis",PETROBRAS   ,Imobilização de PL,"1,70841664501953","1,70866495164651","0,00024830662698"
,"Petróleo, Gás e Biocombustíveis",PETRORIO,Imobilização de PL,"0,418760830565664","1,49947768928927","1,08071685872361"
,Consumo Cíclico,PETTENATI   ,Imobilização de PL,"-0,030611332365953","-0,032301170325735","-0,001689837959782"
,Bens Industriais,PORTOBELLO  ,Imobilização de PL,"1,32336794432785","1,3888655694245","0,065497625096653"
,Bens Industriais,PRINER,Imobilização de PL,"1,14987373164572","1,280633307626","0,130759575980281"
,Saúde,PROFARMA    ,Imobilização de PL,"0,812585254173721","1,05617365164498","0,243588397471263"
,Saúde,QUALICORP   ,Imobilização de PL,"1,04486953242163","1,07243373899046","0,027564206568829"
,Consumo Cíclico,QUERO-QUERO,Imobilização de PL,"0,604250807754443","1,73850723140496","1,13425642365052"
,Saúde,RAIADROGASIL    ,Imobilização de PL,"0,777801761756857","1,66084968562165","0,883047923864793"
,Bens Industriais,RANDON PART ,Imobilização de PL,"0,840756376282971","0,895885055998623","0,055128679715652"
,Saúde,REDE D OR,Imobilização de PL,"2,19800442915397","2,70865226635793","0,510647837203966"
,Utilidade Pública,SABESP      ,Imobilização de PL,"1,50228865149648","1,5056108710409","0,00332221954442"
,Bens Industriais,SANTOS BRP  ,Imobilização de PL,"1,56777620613111","1,59112075142772","0,023344545296605"
,Consumo não Cíclico,SAO MARTINHO,Imobilização de PL,"1,81559358421237","2,43839947390306","0,622805889690682"
,Consumo Cíclico,SARAIVA LIVR,Imobilização de PL,"2,10516217602011","4,94074496766404","2,83558279164392"
,Bens Industriais,SEQUOIA LOG,Imobilização de PL,"1,72191750278707","3,03913043478261","1,31721293199554"
,Consumo Cíclico,SER EDUCA,Imobilização de PL,"0,757718747428671","1,03512784053237","0,277409093103704"
,Materiais Básicos,SID NACIONAL,Imobilização de PL,"1,60310352455835","1,63220245503854","0,029098930480191"
,Tecnologia da Informação,SINQIA,Imobilização de PL,"1,15850660297836","1,45018497705348","0,291678374075115"
,Consumo não Cíclico,SLC AGRICOLA,Imobilização de PL,"1,07351168421682","1,25125046828825","0,177738784071437"
,Consumo Cíclico,SMART FIT,Imobilização de PL,"2,37810706109939","3,88458682199969","1,5064797609003"
,Bens Industriais,SONDOTECNICA,Imobilização de PL,"0,006984247865646","0,042005691610886","0,03502144374524"
,Consumo Cíclico,SPRINGS     ,Imobilização de PL,"0,814220983183929","1,01421766253447","0,199996679350541"
,Utilidade Pública,STATKRAFT,Imobilização de PL,"1,361653336727","1,36568739741494","0,004034060687936"
,Materiais Básicos,SUZANO S.A.,Imobilização de PL,"1,44474737307328","1,73421014065544","0,289462767582159"
,Utilidade Pública,TAESA       ,Imobilização de PL,"0,019476156439166","0,028070984319514","0,008594827880348"
,Consumo Cíclico,TECNISA     ,Imobilização de PL,"1,03266675867851","1,03905263588359","0,006385877205089"
,Bens Industriais,TEGMA       ,Imobilização de PL,"0,847621249783225","0,958405935933539","0,110784686150314"
,Comunicações,TELEF BRASIL,Imobilização de PL,"1,06746463583804","1,1878169582435","0,120352322405453"
,Consumo não Cíclico,TERRA SANTA,Imobilização de PL,"1,47243897638842","1,6708496231403","0,198410646751879"
,Comunicações,TIM,Imobilização de PL,"1,10562294602375","1,37159411820365","0,265971172179897"
,Consumo Cíclico,TIME FOR FUN,Imobilização de PL,"0,389503109303994","0,500881966036833","0,111378856732839"
,Tecnologia da Informação,TOTVS       ,Imobilização de PL,"0,82377466581795","1,00589961342007","0,182124947602118"
,Consumo Cíclico,TRACK FIELD,Imobilização de PL,"0,09449225815428","0,604271431694858","0,509779173540578"
,Consumo Cíclico,TRISUL      ,Imobilização de PL,"0,055827647708292","0,066408988644293","0,010581340936001"
,Bens Industriais,TRIUNFO PART,Imobilização de PL,"3,52982128193932","3,55159529158644","0,021774009647114"
,Bens Industriais,TUPY        ,Imobilização de PL,"0,846436508250366","0,857626696448986","0,01119018819862"
,"Petróleo, Gás e Biocombustíveis",ULTRAPAR    ,Imobilização de PL,"1,03484106072064","1,18408373054889","0,149242669828248"
,Consumo Cíclico,UNIDAS      ,Imobilização de PL,"1,02161879629631","1,02535432980232","0,003735533506004"
,Materiais Básicos,VALE        ,Imobilização de PL,"1,32900744459734","1,36918408825274","0,040176643655395"
,Bens Industriais,VALID       ,Imobilização de PL,"1,2723600106412","1,28602730763147","0,013667296990265"
,Consumo Cíclico,VAMOS,Imobilização de PL,"2,60468147822034","2,70119332809386","0,096511849873513"
,Consumo Cíclico,VIAVAREJO,Imobilização de PL,"1,18271898533492","2,61434799841459","1,43162901307967"
,Consumo Cíclico,VULCABRAS   ,Imobilização de PL,"0,500827436476459","0,525636722459324","0,024809285982865"
,Tecnologia da Informação,WESTWING,Imobilização de PL,"-0,453401216235327","-1,15924197426107","-0,705840758025739"
,Consumo Cíclico,WHIRLPOOL   ,Imobilização de PL,"0,420943805738402","0,479274279342212","0,05833047360381"
,Bens Industriais,WILSON SONS ,Imobilização de PL,"1,32133804637469","3,33676714176366","2,01542909538897"
,Bens Industriais,WLM IND COM ,Imobilização de PL,"0,792934206327146","0,795551643554979","0,002617437227833"
